id,codigo_barras,descripcion,stock_minimo,id_proveedor,stock_ideal,id_unidad,id_padre,tipo,cant_paquete,precio_costo,precio_venta,precio_venta2,precio_venta3,estado
1,TR1491,"BOLA ACERO FORJADA 1"" X KL",0,,0,2,,0,1,4655.823359,6900,6400,6300,t
2,TR1492,"BOLA ACERO FORJADA 1 1/2"" X KL",0,,0,2,,0,1,4440.238441,6900,6400,6300,t
3,TR1335,SOLDADURA SOLDARCO 6013 X 3/32,0,,0,2,,0,1,12387.677419,19100,18100,17200,t
4,TR0302,FLEJE CHIPA 1/4 X KLS,0,,0,2,,0,1,4201.7,7600,7300,7100,t
5,TR2819,"BOLSA AIRE 4"" X KL",0,,0,2,,0,1,18629.461538,25000,23000,22000,t
6,TR2637,SOLDADURA SOLDARCO 6011 X 1/8,0,,0,2,,0,1,12890.311026,28200,25200,22100,t
7,TR1493,"BOLA ACERO FORJADA 2"" X KL",0,,0,2,,0,1,4470.509526,6900,6400,6300,t
8,TR1494,"BOLA ACERO FORJADA 3"" X KL",0,,0,2,,0,1,4400.462192,6900,6400,6300,t
9,TR3294,CORREA A 48,0,,0,2,,0,1,7059,0,0,0,t
10,TR1903,SOLDADURA SOLDARCO 7018 X 5/32,0,,0,2,,0,1,12007.075167,21200,19300,18300,t
11,TR1495,"BOLA ACERO FORJADA 3 1/2"" X KL",0,,0,2,,0,1,4616.601237,6900,6400,6300,t
12,TR1599,SOLDADURA SOLDARCO 7018 X 1/8,0,,0,2,,0,1,12577.918321,23300,21300,19200,t
13,TR1725,FLEJE CHIPA 3/8 X KLS,0,,0,2,,0,1,4201.7,8000,7500,7000,t
14,TR1968,ALAMBRE GALVANIZADO C: 10-12-14-16 K KL,0,,0,2,,0,1,6385.54,11400,10900,10500,t
15,TR0073,ALAMBRE AMARRE NEGRO X KLS,0,,0,2,,0,1,5714.25,8500,8300,7700,t
16,TR0105,"BOLSA 2"" DE VIKINGO",0,,0,2,,0,1,14268.088144,23100,22600,21800,t
17,TR2496,"BOLA ACERO FORJADA 4"" X KL",0,,0,2,,0,1,4572.117638,6900,6400,6300,t
18,TR1803,ALAMBRE GALVANIZADO C: 18-20 X KG,0,,0,2,,0,1,9159.7,15000,14000,13000,t
19,TR1638,SOLDADURA SOLDARCO 6013 X 1/8,0,,0,2,,0,1,12774.531296,20600,18900,17200,t
20,TR0104,"BOLA ACERO FORJADA 2 1/2"" X KL",0,,0,2,,0,1,4399.172657,6900,6400,6300,t
21,TR2222,SOLDADURA WEST ARCO DUROWELD 5/32  X  KL,0,,0,2,,0,1,24370.511905,37000,36000,35000,t
22,TR2955,SOLDADURA SOLDARCO 6011 X 3/32,0,,0,2,,0,1,13455.354978,21000,20000,19000,t
23,TR2752,SOLDADURA SOLDARCO 6013 X 5/32,0,,0,2,,0,1,12282.933105,19800,18300,17300,t
24,TR0126,BREA (ASFALTO SOLIDO X KLS),0,,0,2,,0,1,4508.879607,8600,8000,7500,t
25,TR3048,SOLDADURA SOLDARCO 6011 X 5/32,0,,0,2,,0,1,12475.325,20500,19500,18300,t
26,TR2475,CABLE COBRE AISL #8 X MTS,0,,0,3,,0,1,6082.846667,8800,8700,8600,t
27,TR2639,"MANGUERA PARA GAS 3/8"" AMARILLA",0,,0,3,,0,1,2100.84,2000,1900,1800,t
28,TR0162,CABLE DUPLEX  2X12 X MTS,0,,0,3,,0,1,4766.071161,8000,7500,7100,t
29,TR0163,CABLE DUPLEX  2X14 X MTS,0,,0,3,,0,1,3063.103248,5000,4700,4500,t
30,TR1523,GUAYA 1/2 ALQUITRANADO ALMA DE ACERO,0,,0,3,,0,1,7921.043574,14500,14000,13500,t
31,TR1616,CABLE ENCAUCHETADO 3X6,0,,0,3,,0,1,37081.8,57000,56000,55000,t
32,TR0164,CABLE DUPLEX  2X16 X MTS,0,,0,3,,0,1,2115.254545,3500,3300,3200,t
33,TR0165,CABLE ENCAUCHETADO 2X12,0,,0,3,,0,1,6288.612903,10200,9600,9200,t
34,TR0166,CABLE ENCAUCHETADO 3X10,0,,0,3,,0,1,14547.467137,23800,22500,21200,t
35,TR0167,CABLE ENCAUCHETADO 3X12,0,,0,3,,0,1,8492.762839,14000,13200,12600,t
36,TR2652,"BANDA TRANSPORTADORA 6""",0,,0,3,,0,1,40000,70000,65000,61000,t
37,TR0341,GUAYA 5/8 ANQUITRINADO NEGRO,0,,0,3,,0,1,15966.4,26800,25800,25200,t
38,TR1633,CABLE ALUMINIO 7 HILOS #6 AISLADO FORRADO,0,,0,3,,0,1,1848.74,2500,2400,2300,t
39,TR0168,CABLE ENCAUCHETADO 3X8,0,,0,3,,0,1,21154,34600,32600,30800,t
40,TR0075,ALAMBRE COBRE AISL #10 X MTS,0,,0,3,,0,1,3304.431871,6200,5900,5500,t
41,TR2263,"MANGUERA TRANSPARENTE 1/4"" CAL 40 X MTS",0,,0,3,,0,1,680,1800,1500,1200,t
42,TR3108,GUAYA 1/4 ENCAUCHETADA,0,,0,3,,0,1,1765.07,3000,2800,2600,t
43,TR0393,LAZO #10 X 250 MTS,0,,0,3,,0,1,1133.7735,2000,1900,1800,t
44,TR0394,LAZO #12 X 200 MTS,0,,0,3,,0,1,1546.816779,2500,2300,2200,t
45,TR2665,"PVC TUBO BLANCO 3/4"" X 400 PSI-RD 11",0,,0,3,,0,1,3361.4,5800,5300,5000,t
46,TR1643,"MANGUERA BICOLOR 1/2"" NARA-NEGR X MTS",0,,0,3,,0,1,1601.04235,4000,3500,3000,t
47,TR1644,"EJE LISO 1"" X MTS 1045",0,,0,3,,0,1,31933,60000,55000,50000,t
48,TR2963,CABLE CUADRUPLEX 3X50+1X50 ACSR AISLADO 3X1/0+1/0,0,,0,3,,0,1,21900,39000,35000,33000,t
49,TR0395,LAZO #4 X 600 MTS MATIZADO,0,,0,3,,0,1,446,1100,900,800,t
50,TR2157,"MALLA INOXIDABLE 30X30 0,30MM X 1MTS",0,,0,3,,0,1,31933,90000,85000,80000,t
51,TR2158,"MALLA INOXIDABLE 40X40 0,24MM X 1MTS",0,,0,3,,0,1,46218,90000,85000,80000,t
52,TR1748,CABLE ALUMINIO 7 HILOS #2 AISLADO FORRADO,0,,0,3,,0,1,3697.485714,4900,4800,4700,t
53,TR1464,"MANGUERA PRESION 300 PSI  1""",0,,0,3,,0,1,7998,13800,12600,11500,t
54,TR2974,CABLE AL TRIPLEX 2X50+1X50 ACSR AISLADO 2X1/0+1/0,0,,0,3,,0,1,16600,35000,30000,25000,t
55,TR0396,LAZO #6 X 500 MTS,0,,0,3,,0,1,599.825007,1200,1100,1000,t
56,TR2281,"PVC TUBO SANI 2"" TL ECOPLEX",0,,0,3,,0,1,2521,5000,4500,4000,t
57,TR2683,"MANGUERA TRANSPARENTE ACERO 3/4"" ATOXICA",0,,0,3,,0,1,5163.538462,10000,9000,8000,t
58,TR2833,MALLA ZARANDA 5X5 X MTS,0,,0,3,,0,1,7983,15000,14000,13000,t
59,TR1751,CABLE ALUMINIO 7 HILOS #4 AISLADO FORRADO,0,,0,3,,0,1,2689,3500,3400,3300,t
60,TR0556,PLASTICO NEGRO 8 MTS,0,,0,3,,0,1,9448.716513,14800,14500,14000,t
61,TR0557,PLASTICO NEGRO 10 MTS,0,,0,3,,0,1,14612.622522,23000,22400,20500,t
62,TR2519,"MANGUERA TRANSPARENTE 3/8"" CAL 40 X MTS",0,,0,3,,0,1,1025,2500,2000,1700,t
63,TR2520,ALAMBRE COBRE AISL #8 X MTS,0,,0,3,,0,1,4520.8875,9800,9300,8600,t
64,TR0397,LAZO #8 X 400 MTS,0,,0,3,,0,1,800.072689,1500,1300,1200,t
65,TR0398,"MANGUERA ATOXICA DE 2"" X 50MTS",0,,0,3,,0,1,13773,27400,24900,22400,t
66,TR0399,"LAZO AMARILLO 1"" (25MM X 150 MTS)",0,,0,3,,0,1,4720.259085,8000,7500,7000,t
67,TR0400,"LAZO AMARILLO 3/4"" (19MM X 150 MTS)",0,,0,3,,0,1,2960.116668,5500,5000,4500,t
68,TR1758,PLASTICO NEGRO 4 MTS,0,,0,3,,0,1,3965.61,8500,8000,7500,t
69,TR1472,CABLE DUPLEX  2X10  X MTS,0,,0,3,,0,1,7973.050532,12000,11700,11200,t
70,TR1473,ALAMBRE COBRE AISL #12 X MTS,0,,0,3,,0,1,1851.868252,3300,2500,2500,t
71,TR1474,CABLE COBRE AISL #14 X MTS,0,,0,3,,0,1,1512.235714,2400,2200,2100,t
72,TR0401,"LAZO AMARILLO 5/8"" (16MM X 250 MTS)",0,,0,3,,0,1,2055.201582,4500,4000,3500,t
73,TR2179,CABLE BATERIA #2 600V,0,,0,3,,0,1,27731.2,42000,41000,40000,t
74,TR0271,"EJE LISO 1 1/2"" X MTS 1045",0,,0,3,,0,1,84033.5,146700,142900,141000,t
75,TR0272,"EJE LISO 2"" X MTS  1045",0,,0,3,,0,1,142857,249300,242900,230800,t
76,TR1662,"PVC TUBO BLANCO 1/2"" X 200 PSI-RD 21",0,,0,3,,0,1,1260.6,3000,2500,2200,t
77,TR3312,"EJE RANURADO 2"" 1045R",0,,0,3,,0,1,147643.656351,310600,289900,269200,t
78,TR3487,MALLA INOXIDABLE 150 X 150 0.06MM X 1MTS,0,,0,3,,0,1,26891,0,0,0,t
79,TR2184,GUAYA 1/2 ANTIGIRO ALQUITRINADA,0,,0,3,,0,1,8233.683908,14000,13500,13000,t
80,TR1562,PLASTICO NEGRO  6 MTS,0,,0,3,,0,1,6111.502805,14100,12100,10100,t
81,TR0565,POLISOMBRA NEGRA 80% X 100MTS,0,,0,3,,0,1,3951,6800,6400,6000,t
82,TR0074,ALAMBRE COBRE AISL #14 X MTS,0,,0,3,,0,1,1310.38024,2400,2300,2200,t
83,TR0466,MALLA PLASTICA GALLINA 180 X 50MTS,0,,0,3,,0,1,588.076768,65000,60000,55000,t
84,TR0610,"PVC TUBO BLANCO 1"" X 315 PSI-RD 135",0,,0,3,,0,1,2736.938777,4800,4400,4100,t
85,TR1353,TELA BRASILERA 15MM,0,,0,3,,0,1,50593.681911,85000,75000,70000,t
86,TR1779,CABLE ENCAUCHETADO 2X10,0,,0,3,,0,1,9741,15000,14500,14000,t
87,TR0611,"PVC TUBO BLANCO 1/2"" X 500 PSI-RD 9",0,,0,3,,0,1,1616.276214,3500,3000,2800,t
88,TR2723,CINTA TAPAGOTERA 10CM X 10MTS ALUMBAND,0,,0,3,,0,1,3075.713514,7000,6000,5000,t
89,TR3506,MALLA INOXIDABLE 100X100 0.10MM X MTS,0,,0,3,,0,1,42017,91700,78600,73300,t
90,TR3326,"MANGUERA TRANS 1"" CAL:40 X MTS",0,,0,3,,0,1,3670,6500,6000,55000,t
91,TR2314,"MANGUERA PRESION 300 PSI  1/4""",0,,0,3,,0,1,1185,2500,2200,2000,t
92,TR3020,TELA CONST BLANCA 2.10 ALTO X MTS,0,,0,3,,0,1,1285.463918,2100,2000,1900,t
93,TR2426,GUAYA 5/16 ALQUITRANADO NEGRO,0,,0,3,,0,1,5882.35,7000,6000,5500,t
94,TR2321,"EJE LISO  3"" X 1,20 MTS",0,,0,3,,0,1,323530,520000,500000,490000,t
95,TR2736,"MANGUERA BICOLOR 1"" NARA-NEGR X MTS",0,,0,3,,0,1,7355.39881,16000,15000,14000,t
96,TR1578,"EJE LISO 1 1/2"" X MTS 1045 TORNEADO BRILLANTE",0,,0,3,,0,1,109244,200000,190000,180000,t
97,TR2738,"MANGUERA BICOLOR 3/4"" NARA-NEGR X MTS",0,,0,3,,0,1,6982.291796,16000,15000,14000,t
98,TR0612,"PVC TUBO BLANCO 2"" 200 PSI-RD 21",0,,0,3,,0,1,5652,9900,9200,8500,t
99,TR0521,NAYLON GUADAÑA CUADRADO 3MM X 153MTS NARANJA,0,,0,3,,0,1,262,600,500,500,t
100,TR2743,ANJEO VERDE-BLANCO X 1 ALTO X MTS,0,,0,3,,0,1,3144.3,6000,5500,5000,t
101,TR3197,EJE RANURADO 1 1/2 1020R,0,,0,3,,0,1,83992,189000,174800,160600,t
102,TR0238,"POLIESTER #3 1/8"" X 350 MTS",0,,0,3,,0,1,372.38,900,800,700,t
103,TR0615,"PVC TUBO SANI 2"" TP POLIPLEX",0,,0,3,,0,1,5882.38,8100,7600,7100,t
104,TR0616,"PVC TUBO SANI 3"" TP POLIPLEX",0,,0,3,,0,1,7311,10700,10200,9600,t
105,TR2208,"MANGUERA PRESION 300 PSI  3/4""",0,,0,3,,0,1,8287.270117,12900,11500,10800,t
106,TR0618,"PVC TUBO SANI 4"" TP POLIPLEX",0,,0,3,,0,1,11596.675926,15300,14600,13600,t
107,TR0617,"PVC TUBO SANI 4"" TL ECOPLEX",0,,0,3,,0,1,5798.3,8300,7900,7400,t
108,TR2212,"MALLA INOXIDABLE 14X14 0,49MM",0,,0,3,,0,1,57142.7,95000,90000,85000,t
109,TR0619,"PVC TUBO SANI 6"" TP POLIPLEX",0,,0,3,,0,1,17305,29000,27600,25700,t
110,TR2214,"PVC TUBO SANI 3"" TL ECOPLEX",0,,0,3,,0,1,3613.2,7000,6000,5500,t
111,TR0469,MANGUERA CONDUIT FLEXIBLE 3/4 PVC X MTS,0,,0,3,,0,1,2341,6000,5000,4000,t
112,TR0160,CABLE COBRE AISL #10 X MTS,0,,0,3,,0,1,3131.325082,5600,5300,4800,t
113,TR1434,"LAZO AMARILLO 1/2"" (13MM X 200 MTS)",0,,0,3,,0,1,1342.82145,2100,2000,1900,t
114,TR0161,CABLE COBRE AISL #12 X MTS,0,,0,3,,0,1,2194.58434,3900,3700,3400,t
115,TR0358,GUAYA 3/8 ALQUITRANADO NEGRO,0,,0,3,,0,1,7803.807165,12900,12100,11400,t
116,TR1928,CABLE ENCAUCHETADO 2X16,0,,0,3,,0,1,2622,5000,4500,4000,t
117,TR0473,MANGUERA JARDINERA VERDE 1/2 X MTS SWAN SURTI,0,,0,3,,0,1,1256.728502,2500,2300,2000,t
118,TR0474,"MANGUERA PRESION 300 PSI  1/2""",0,,0,3,,0,1,2944.995628,5200,4600,4100,t
119,TR0475,"MANGUERA PRESION 300 PSI  3/8""",0,,0,3,,0,1,3113.207547,7000,6000,5000,t
120,TR2462,"MANGUERA TRANSPARENTE ACERO 1"" ATOXICA",0,,0,3,,0,1,4929.431707,10000,9000,8000,t
121,TR1602,"PVC TUBO SANI 6"" TL ECOPLEX",0,,0,3,,0,1,13506.692644,28000,25000,23000,t
122,TR1604,GUAYA 3/4 ALQUITRANADO NEGRO,0,,0,3,,0,1,21848.75069,35000,34000,33000,t
123,TR3072,MANGUERA TRASPARENTE 5/16 C-30,0,,0,3,,0,1,800,1600,1400,1200,t
124,TR0628,RANURADO EJE 1 1/2,0,,0,3,,0,1,31937.37859,48100,45300,42800,t
125,TR0629,"RANURADO EJE 2""",0,,0,3,,0,1,37689,63200,59500,56200,t
126,TR2239,"CORDON GRAFITADO 3/8""",0,,0,3,,0,1,5051,12000,10000,9000,t
127,TR0476,"MANGUERA PRESION 300 PSI  5/16""",0,,0,3,,0,1,2437,5100,4600,4200,t
128,TR1815,"MALLA INOXIDABLE 10X10 0,60MM X 1MTS",0,,0,3,,0,1,53782,105000,100000,95000,t
129,TR0477,"MANGUERA PRESION ALAMBRE 1"" 1275 - 1280 PSI STRONG - CARPRESS RASS",0,,0,3,,0,1,15865.33749,55400,46200,37000,t
130,TR3385,POLIESTER #4 X 300 MTS,0,,0,3,,0,1,360.937337,700,700,600,t
131,TR2928,"MALLA INOXIDABLE 18X18 0,40MM X 1MTS",0,,0,3,,0,1,55462,95000,90000,85000,t
132,TR3166,PALADRAGA CABO METALICO BELLOTA,0,,0,1,,0,1,60832,80700,78400,76200,t
133,TR3168,FUMIGADORA BELLOTA 5LTS SPRAYER,0,,0,1,,0,1,53334,75000,70000,67000,t
134,TR3175,FUMIGADORA MOTOR TIPO MITSU TU26 ROYAL CONDOR,0,,0,1,,0,1,854273,1100000,1050000,1000000,t
135,TR3185,PALA DURAGRO REDONDA #4,0,,0,1,,0,1,14039,19500,18500,17500,t
136,TR3186,PALA DURAGRO REDONDA #2,0,,0,1,,0,1,12884,18000,17000,16000,t
137,TR3190,PALA PAPAGAYO REDONDA #2,0,,0,1,,0,1,12692,18000,17000,16000,t
138,TR3191,PALIN HOYADOR PAPAGAYO,0,,0,1,,0,1,13402,19000,18000,17000,t
139,TR3268,CABEZOTE ESTACIONARIA COMPLETO FUREKY 0S-22BIN,0,,0,1,,0,1,228293,320000,300000,290000,t
140,TR3550,FUMIGADORA  ESTACIONARIA ALTERMAN 6.5 HP,0,,0,1,,0,1,1228572,1892000,1819200,1709600,t
141,TR3620,AZADON RECTO HERRAGRO,0,,0,1,,0,1,38765,59700,54600,50900,t
142,TR3621,AZUELA HERRAGRO REF-4260,0,,0,1,,0,1,37134,57200,53600,52300,t
143,TR3636,PALADRAGA COLIMA MANGO METALICO,0,,0,1,,0,1,53550,85900,79300,72800,t
144,TR3663,AZUELA HERRAGRO MINI CURVA 4240-15,0,,0,1,,0,1,38124,65000,60000,55000,t
145,TR0106,"BOMBA ALTA 3""X3"" KTC COMPLETA",0,,0,1,,0,1,459664,752100,733800,707900,t
146,TR0107,"BOMBA ALTA 3""X3"" 2020 COMPLETA MOTOR 10HP",0,,0,1,,0,1,440000,720000,702400,677600,t
147,TR0108,"BOMBA FUMIGADORA JARDINERA 1,5LTS ARAMA",0,,0,1,,0,1,11907,20800,19500,19000,t
148,TR0109,BOMBA MULTIETAPAS EVANS 3/4HP REF: SPM1ME075F-F,0,,0,1,,0,1,429916,721500,703500,686300,t
149,TR0110,BOMBA PERIFERICA EVANS 0.5HP 1X1 REF: BP1ME050,0,,0,1,,0,1,152548,269800,249600,243500,t
150,TR0111,BOMBA SUMERGIBLE DOMESTICA EVANS 1HP QDX REF: SP1ME100H,0,,0,1,,0,1,485376,847100,794200,774800,t
151,TR0112,"BOMBA SUMERGIBLE EVANS TP LAPICERO 4"" 05HP REF: SSX1ME050F2C",0,,0,1,,0,1,582475,1003200,953100,929800,t
152,TR0120,BOQUILLA EQUALIZABLE GRANDE,0,,0,1,,0,1,18214,36700,34100,29800,t
153,TR0121,BOQUILLA EQUALIZABLE PEQUEÑA,0,,0,1,,0,1,10703,23400,21600,20000,t
154,TR0154,BUJE BRONCE 1 1/4 MOTOR 10HP 303 3 X 3,0,,0,1,,0,1,14139.075667,26700,23200,21200,t
155,TR0158,CABEZOTE 120 - 3 PISTONES 1 SALIDA,0,,0,1,,0,1,3025210,4829300,4658800,4551700,t
156,TR0221,COMPRESOR DE AIRE MASSO 2.5HP 25LTS REF:71365,0,,0,1,,0,1,387184.85,596300,575900,563100,t
157,TR0246,DINAMO 10KW MONOFASICO (SURT) REF: ST-10KW,0,,0,1,,0,1,2622475.916667,3900000,3800000,3700000,t
158,TR0273,"ELECTROBOMBA BARNES SUMERGIBLE 1.3HP DESCARGA 1"" ALT MAX 40MTS REF: E0890",0,,0,1,,0,1,424994.283738,687200,670500,624800,t
159,TR0274,ELECTROBOMBA CARA 1HP REF: 1A0079,0,,0,1,,0,1,673756,1175900,1037600,979900,t
160,TR0275,ELECTROBOMBA PERIFERICA BARNES 1 HP QB80 REF:E0326,0,,0,1,,0,1,268000,467700,438500,412700,t
161,TR0276,ELECTROBOMBA PERIFERICA BARNES 1/2 HP QB60 RFE: E0280,0,,0,1,,0,1,152135.142857,265500,258600,239900,t
162,TR0277,ELECTROFRENO MAGNETICO 3HP REF: SDZ1-15 (90),0,,0,1,,0,1,285491.6,679500,533900,491700,t
163,TR0352,GUADAÑA 2 TIEMPOS TBM-BC-2S427-CG2431B (2 PIEZAS) (BOSCO),0,,0,1,,0,1,688500,1048000,1012600,1001400,t
164,TR0361,HIDROLAVADORA 3WZ 4HP 220V REF: 3WZ-1522-3S4,0,,0,1,,0,1,2483352.9,3800000,3699900,3599900,t
165,TR0502,MOTOBOMBA GASOLINA ALTERMAN 2HP 1X1,0,,0,1,,0,1,296092,456000,445500,430600,t
166,TR0503,MOTOBOMBA GASOLINA KTC 7HP ALTA 2X2 HIERRO REF:429-GPP2020C-70,0,,0,1,,0,1,796617,1303500,1256400,1158600,t
167,TR0504,MOTOBOMBA GASOLINA WARRIOR BAJA 2X2 ALUMINIO REF: QGZ50-32 FP20,0,,0,1,,0,1,651000,1065200,1002500,946800,t
168,TR0506,MOTOR DIESEL 10HP ARVEK 3600 RPM REF:M10S186SDG,0,,0,1,,0,1,1150000,1813700,1771000,1710600,t
169,TR0507,MOTOR DIESEL 10HP POWER MASTER REF: MPMD186FA-R,0,,0,1,,0,1,1162964,1834100,1791000,1729900,t
170,TR0508,MOTOR DIESEL 24HP JIANG DONG REF:ZH1115ND,0,,0,1,,0,1,3918530,5699300,5515400,5399300,t
171,TR0509,MOTOR DIESEL 14HP ECOHORSE 36000RPM REF: KD192FP1-2,0,,0,1,,0,1,1831092,2223700,2199500,2130000,t
172,TR0510,MOTOR DIESEL 13HP KTC REF: 485-192FA-OBF,0,,0,1,,0,1,1277087,1966700,1921500,1857500,t
173,TR0511,MOTOR ELECT IE3 WEG HIERRO/ALUMINIO 3HP 3600 RPM TRIFASICO,0,,0,1,,0,1,1548739,2086500,2041100,1976700,t
174,TR0512,MOTOR ELECT IE3 WEG HIERRO 12HP 3600 RPM TRIFASICO,0,,0,1,,0,1,2699123,5664200,5481500,5255500,t
175,TR0513,MOTOR GASOLINA KTC 13HP 4T 3600 EJE CUÑA ROSCA REF: 463-GE130,0,,0,1,,0,1,738810,1137800,1099000,1074600,t
176,TR0514,MOTOR GASOLINA KTC 7HP 4T 3600    REF: 463-GE70,0,,0,1,,0,1,358334.333333,586300,551800,521200,t
177,TR0515,MOTOR GASOLINA TOYAMA 6.5HP ARRANQUE MANUAL - EJE MULTIUSO REF: TE65X,0,,0,1,,0,1,258000,422200,397300,375200,t
178,TR0516,MOTOSIERRA STIHL MS-382,0,,0,1,,0,1,1859355,3245200,3042400,2863400,t
179,TR0517,MOTOSIERRA STIHL MS-651,0,,0,1,,0,1,2773109,3390700,3178800,2991800,t
180,TR0532,PALA COLIMA REDONDA #4,0,,0,1,,0,1,15300,22100,21600,20800,t
181,TR0543,PICA HERRAGRO CON CABO 5LB,0,,0,1,,0,1,57806.058824,71300,67200,63400,t
182,TR0544,PICAPASTO PENAGOS PP300 AMG COM MOTOR GASOLINA 6.5HP,0,,0,1,,0,1,1780000,2053300,2008700,1945200,t
183,TR0554,PLANTA GASOLINA ARVEK 950 KW 2T,0,,0,1,,0,1,472269,679000,639100,610400,t
184,TR0555,PLANTA GASOLINA FORTE 6000KW REF:FG6000,0,,0,1,,0,1,2261000,3217000,3148600,3099100,t
185,TR0643,REP CABEZOTE 120 - JUEGO ANILLOS,0,,0,1,,0,1,60717.111436,120800,104700,100700,t
186,TR0644,REP CABEZOTE 120 - BIELAS,0,,0,1,,0,1,64800,141400,130500,119500,t
187,TR0645,REP CABEZOTE 120 - CODO,0,,0,1,,0,1,21315,46500,42900,39900,t
188,TR0646,REP CABEZOTE 120 - DESFOGUES 1/2,0,,0,1,,0,1,13134,35700,32700,30200,t
189,TR0647,REP CABEZOTE 120 - DESFOGUES 3/8 ROJO,0,,0,1,,0,1,5000,13100,11900,10900,t
190,TR0648,REP CABEZOTE 120 - FILTRO DE AIRE METALICO,0,,0,1,,0,1,45000,90600,84200,80700,t
191,TR0649,REP CABEZOTE 120 - JUEGO DE CASQUETES,0,,0,1,,0,1,35000,61100,57300,53300,t
192,TR0650,REP CABEZOTE 120 - LAINA REDONDA,0,,0,1,,0,1,24950.478469,45500,42500,40400,t
193,TR0651,REP CABEZOTE 120 - ORING TAPA CULATA,0,,0,1,,0,1,15000,26200,24500,23100,t
194,TR0652,REP CABEZOTE 120 - TAPON VALVULA,0,,0,1,,0,1,111408,169600,165700,162000,t
195,TR0653,REP CABEZOTE 120 - PISTON,0,,0,1,,0,1,90550.071429,147300,138600,135400,t
196,TR0654,REP CABEZOTE 120 - RESORTE GRANDE,0,,0,1,,0,1,14819.666667,22800,22000,21600,t
197,TR0655,REP CABEZOTE 120 - RESORTE PEQUEÑO,0,,0,1,,0,1,5000,11900,10900,10100,t
198,TR0656,REP CABEZOTE 120 - TAPON GRANDE,0,,0,1,,0,1,9639,16800,15800,15000,t
199,TR0657,"REP CABEZOTE 120 - TUBO 1 SALIDA 1""",0,,0,1,,0,1,48655.759241,98200,84200,80700,t
200,TR0658,REP CABEZOTE 120 - VALVULA DE ADMISION,0,,0,1,,0,1,93428.142857,199700,161400,151000,t
201,TR0659,REP CABEZOTE 120 - VALVULA DE SUCCION,0,,0,1,,0,1,105042,199700,161400,151000,t
202,TR0660,REP CABEZOTE 120 - VISORES OVALADOS,0,,0,1,,0,1,20531.25,33100,31200,30100,t
203,TR0661,REP CABEZOTE 120 - VISORES REDONDOS,0,,0,1,,0,1,16200,30300,28300,27200,t
204,TR0662,REP CABEZOTE 120 - VOLANTE/VENTILADOR GRANDE 3120,0,,0,1,,0,1,200000,349100,308000,300900,t
205,TR0663,REP DESEMBOMBADOR TOKU TCD-20 #03 PISTON,0,,0,1,,0,1,139000,242600,227400,202200,t
206,TR0664,REP DESEMBOMBADOR TOKU TCD-20 #08 VALVE CHEST DOWEL PIN,0,,0,1,,0,1,9775.75,16600,15500,14700,t
207,TR0665,REP DESEMBOMBADOR TOKU TCD-20 #13 POLYUREHTANE RUBBER BALL 9/16,0,,0,1,,0,1,21000,35200,33900,32300,t
208,TR0666,REP DESEMBOMBADOR TOKU TCD-20 #17 TRIGGER,0,,0,1,,0,1,81205.75,115000,110900,108300,t
209,TR0667,REP DESEMBOMBADOR TOKU TCD-20 #20 GD PLUG (NPTF 1/2),0,,0,1,,0,1,7634.285714,13100,12300,11600,t
210,TR0668,REP DESEMBOMBADOR TOKU TCD-20 #32 STEEL RETAINER BOLT BUSHINIG,0,,0,1,,0,1,26000,42500,40000,38200,t
211,TR0669,REP DESEMBOMBADOR TOKU TCD-20 #33 STEEL RETAINER PLUNGER,0,,0,1,,0,1,12500,21800,20500,19200,t
212,TR0670,REP DINAMO - PORTA ESCOBILLAS X PAR,0,,0,1,,0,1,16493.628852,30600,28700,28100,t
213,TR0672,REP ESTACIONARIA - ACOPLE BORRACHO,0,,0,1,,0,1,5446,10200,9500,9100,t
214,TR0673,REP ESTACIONARIA - CAMARA DE AIRE 22 BRANDFOR,0,,0,1,,0,1,12252,21400,20000,19100,t
215,TR0674,REP ESTACIONARIA - CAMARA DE AIRE 30 BRANDFOR,0,,0,1,,0,1,13614,23800,22300,21000,t
216,TR0675,REP ESTACIONARIA - GRASERA BRANDFOR,0,,0,1,,0,1,1930.448889,4200,3900,3500,t
217,TR0677,REP ESTACIONARIA - KIT EMPAQUES Y RETENEDORES 22 COMPLETO BRANDFOR (29 PIEZAS),0,,0,1,,0,1,7802.5,13500,12500,11500,t
218,TR0678,REP ESTACIONARIA - KIT EMPAQUES Y RETENEDORES 30 COMPLETO BRANDFOR (29 PIEZAS),0,,0,1,,0,1,9842.125,16000,15000,14000,t
219,TR0679,REP ESTACIONARIA - LLAVE DE PRESION COMPLETA 22/30 BRANDFOR,0,,0,1,,0,1,20335,35000,32000,30000,t
220,TR0680,REP ESTACIONARIA - MANGUERA SUCCION SOLA BRANDFOR,0,,0,1,,0,1,21060,35000,32000,30000,t
221,TR0681,REP ESTACIONARIA - MANOMETRO BRANDFOR,0,,0,1,,0,1,8168,15000,14000,13000,t
222,TR0682,REP ESTACIONARIA - MIRILLA O MEDIDOR DE ACEITE 22/30 BRANDFOR,0,,0,1,,0,1,1362,3000,2700,2300,t
223,TR0683,REP ESTACIONARIA - PISTON 22 X 109MM BRANDFOR,0,,0,1,,0,1,6480,12000,11000,10000,t
